Category,Reviews,Installs,Type,Size,Price,Content Rating,Genres,Current Version,Rating > 80%
19,178,1000.0,1,4.8,0.99,0,80,4,True
16,3,100.0,0,15.0,0.0,0,26,2,True
19,197,10000.0,0,20.0,0.0,0,80,3,True
15,26,1000.0,0,2.5,0.0,0,25,1,True
16,179139,5000000.0,0,9.7,0.0,0,26,3,True
23,91935,10000000.0,0,39.0,0.0,0,36,2,True
25,1648515,100000000.0,0,7.1,0.0,0,86,5,True
18,17,100.0,0,15.0,0.0,0,11,1,True
31,40975,1000000.0,0,36.0,0.0,2,95,4,True
8,3528,100000.0,1,24.0,3.99,0,15,1,True
18,25,5000.0,0,5.6,0.0,0,17,1,True
9,613059,50000000.0,0,25.0,0.0,0,17,1,True
23,911995,10000000.0,0,20.0,0.0,0,36,1,True
18,1647,10000.0,1,16.0,14.99,0,44,1,True
18,264,10000.0,0,60.0,0.0,0,11,8,True
18,12,1000.0,0,13.0,0.0,0,17,1,True
18,36,1000.0,0,9.4,0.0,1,11,3,True
21,95520,10000000.0,0,15.0,0.0,1,82,5,True
25,29944,5000000.0,0,2.1,0.0,0,86,1,True
13,95201,5000000.0,0,61.0,0.0,0,23,2,True
17,174755,10000000.0,0,98.0,0.0,2,29,1,True
11,5905,500000.0,0,50.0,0.0,0,21,6,True
17,725897,10000000.0,0,31.0,0.0,1,34,1,True
17,214777,5000000.0,0,91.0,0.0,0,35,3,True
25,4228,500000.0,0,0.656,0.0,0,86,2,True
25,65597,10000000.0,0,2.4,0.0,0,86,4,True
17,9883367,100000000.0,0,99.0,0.0,0,30,3,True
0,118,50000.0,0,23.0,0.0,0,0,1,True
17,753043,100000000.0,0,57.0,0.0,1,34,1,True
13,5509,100000.0,0,3.2,0.0,0,23,4,True
25,123,10000.0,0,2.9,0.0,0,86,1,True
18,42145,10000000.0,0,20.0,0.0,0,46,2,True
16,10097,500000.0,0,7.5,0.0,0,26,1,True
11,11066,500000.0,0,9.1,0.0,0,21,1,True
25,16936,1000000.0,0,5.0,0.0,0,86,2,True
18,8,1000.0,0,1.7,0.0,0,11,1,True
17,30630,1000000.0,0,17.0,0.0,0,38,1,True
31,76,5000.0,0,7.8,0.0,0,95,5,True
23,108318,10000000.0,0,35.0,0.0,0,36,2,True
18,367951,5000000.0,0,76.0,0.0,1,33,2,True
6,265,10000.0,1,2.6,2.99,0,9,2,True
26,37,5000.0,0,15.0,0.0,1,87,1,True
17,10748,1000000.0,0,47.0,0.0,0,29,4,True
11,7731,100000.0,0,24.0,0.0,0,21,2,True
26,2267,500000.0,0,7.2,0.0,0,87,6,True
18,48701,10000000.0,0,24.0,0.0,0,47,1,True
0,121,10000.0,0,3.1,0.0,0,2,2,True
21,6211039,100000000.0,0,15.0,0.0,0,82,4,True
23,1312936,10000000.0,0,21.0,0.0,0,36,3,True
22,35188,1000000.0,0,6.2,0.0,0,83,1,True
18,69,1000.0,0,3.1,0.0,0,11,2,True
7,2433,500000.0,0,13.0,0.0,3,10,1,True
29,3478,500000.0,0,6.1,0.0,0,93,2,True
17,169,1000.0,1,13.0,0.99,0,31,4,True
12,91359,1000000.0,0,27.0,0.0,0,22,2,True
31,4,100.0,0,5.3,0.0,0,95,2,True
18,44027,5000000.0,0,52.0,0.0,3,33,1,True
18,288606,10000000.0,0,92.0,0.0,0,70,2,True
21,33583,1000000.0,0,12.0,0.0,0,82,3,True
3,14773,500000.0,0,6.4,0.0,0,5,4,True
30,74531,5000000.0,0,32.0,0.0,0,94,2,True
27,56713,1000000.0,0,25.0,0.0,0,88,9,True
27,5378795,100000000.0,0,16.0,0.0,0,88,4,True
13,55571,1000000.0,0,12.0,0.0,0,23,1,True
18,46369,10000000.0,0,33.0,0.0,0,52,2,True
19,214,10000.0,1,0.899,2.99,0,80,2,True
18,9779,5000000.0,0,39.0,0.0,0,12,1,True
21,9701,500000.0,0,14.0,0.0,0,82,2,True
18,5,100.0,0,3.3,0.0,0,17,1,True
3,860,100000.0,0,13.0,0.0,0,5,1,True
11,23,1000.0,0,93.0,0.0,0,21,2,True
18,3,1000.0,1,1.5,2.99,0,11,1,True
8,240,10000.0,0,29.0,0.0,0,11,1,True
4,23175,1000000.0,0,41.0,0.0,0,6,1,True
12,1250,50000.0,0,13.0,0.0,0,22,3,True
7,22545,1000000.0,0,5.9,0.0,3,10,1,True
27,16,1000.0,0,2.6,0.0,0,88,1,True
17,17044,5000000.0,0,4.9,0.0,0,35,2,True
29,4184,1000000.0,0,10.0,0.0,0,93,7,True
20,6086,1000000.0,0,3.1,0.0,1,81,1,True
19,123,10000.0,0,86.0,0.0,0,80,0,True
19,36,10000.0,0,36.0,0.0,0,80,2,True
20,22,1000.0,0,11.0,0.0,0,81,2,True
18,13330,1000000.0,0,73.0,0.0,0,49,2,True
16,113,1000.0,0,20.0,0.0,0,26,3,True
13,28951,1000000.0,0,60.0,0.0,0,23,4,True
18,51895,10000000.0,0,22.0,0.0,0,52,1,True
31,9,500.0,0,17.0,0.0,0,95,1,True
18,539931,10000000.0,0,69.0,0.0,0,40,1,True
17,17039,5000000.0,0,4.9,0.0,0,35,2,True
18,623398,10000000.0,0,58.0,0.0,0,49,1,True
18,2654,100000.0,0,6.7,0.0,0,11,1,True
25,12147,1000000.0,0,0.118,0.0,0,86,1,True
23,36183,5000000.0,0,20.0,0.0,1,36,1,True
22,1864,500000.0,0,13.0,0.0,0,83,2,True
17,8921451,100000000.0,0,63.0,0.0,0,38,1,True
27,6,500.0,0,43.0,0.0,0,88,8,True
18,14604,500000.0,0,68.0,0.0,1,40,3,True
17,219821,1000000.0,0,10.0,0.0,3,34,2,True
16,815280,10000000.0,0,4.4,0.0,0,26,4,True
18,20977,1000000.0,0,26.0,0.0,0,40,1,True
23,7557,100000.0,0,7.4,0.0,0,36,2,True
18,104,10000.0,0,12.0,0.0,0,13,1,True
18,19,5000.0,0,5.4,0.0,0,11,1,True
8,10611,500000.0,0,11.0,0.0,0,11,2,True
24,22776,1000000.0,0,55.0,0.0,0,84,4,True
11,8188,100000.0,0,22.0,0.0,0,21,2,True
18,15,1000.0,0,26.0,0.0,0,17,4,True
3,459,10000.0,0,11.0,0.0,0,5,1,True
18,23,5000.0,0,11.0,0.0,0,17,3,True
17,6947,500000.0,0,20.0,0.0,0,42,2,True
20,2520,100000.0,0,12.0,0.0,1,81,1,True
18,1960,100000.0,0,87.0,0.0,0,40,1,True
0,223,100000.0,0,4.2,0.0,0,0,1,True
16,33572,1000000.0,0,37.0,0.0,0,26,6,True
18,106750,1000000.0,0,94.0,0.0,0,47,1,True
25,33509,1000000.0,0,3.6,0.0,0,86,2,True
27,48,5000.0,0,26.0,0.0,0,88,2,True
6,32,5000.0,0,0.437,0.0,0,9,1,True
18,174,10000.0,0,5.7,0.0,0,11,2,True
18,109,5000.0,0,2.7,0.0,0,11,4,True
17,37513,5000000.0,0,31.0,0.0,0,29,4,True
6,36981,1000000.0,0,4.0,0.0,0,9,5,True
18,3379,100000.0,0,62.0,0.0,3,40,1,True
26,126,10000.0,0,8.0,0.0,0,87,1,True
29,21404,1000000.0,0,7.6,0.0,0,93,2,True
27,253155,5000000.0,0,3.5,0.0,0,88,3,True
23,1,100.0,0,3.6,0.0,0,36,1,True
31,13,100.0,0,2.3,0.0,0,95,1,True
22,28107,500000.0,1,5.7,2.99,0,83,2,True
18,321,100000.0,0,0.914,0.0,0,11,1,True
17,38448,5000000.0,0,27.0,0.0,0,38,1,True
31,247992,5000000.0,0,22.0,0.0,1,95,6,True
15,60170,1000000.0,0,28.0,0.0,0,25,2,True
31,677,10000.0,0,4.4,0.0,0,95,5,True
3,3234,100000.0,0,85.0,0.0,0,5,1,True
17,655067,10000000.0,0,72.0,0.0,1,29,1,True
18,160,10000.0,0,13.0,0.0,0,17,1,True
6,132015,10000000.0,0,25.0,0.0,0,9,6,True
4,2,100.0,0,25.0,0.0,0,6,1,True
8,32381,1000000.0,0,10.0,0.0,2,11,2,True
18,5761,1000000.0,0,21.0,0.0,0,46,1,True
31,21147,5000000.0,0,9.0,0.0,1,95,2,True
22,35724,1000000.0,0,9.9,0.0,0,83,1,True
31,43,100.0,0,2.3,0.0,0,95,1,True
17,446434,10000000.0,0,52.0,0.0,0,31,4,True
17,187200,10000000.0,0,28.0,0.0,1,31,1,True
16,129,50000.0,0,8.1,0.0,2,26,3,True
4,41625,1000000.0,0,5.4,0.0,0,6,2,True
11,4,50.0,0,11.0,0.0,0,21,1,True
16,518,50000.0,0,4.2,0.0,0,26,1,True
26,5,50.0,1,3.4,0.99,0,87,2,True
32,49,100.0,0,3.9,0.0,0,96,2,True
16,33,500.0,0,28.0,0.0,0,26,1,True
23,18584,5000000.0,0,49.0,0.0,0,36,1,True
31,22,1000.0,0,25.0,0.0,0,95,1,True
16,218,10000.0,0,19.0,0.0,0,26,1,True
17,6199095,100000000.0,0,67.0,0.0,0,30,1,True
32,75,5000.0,0,26.0,0.0,0,96,3,True
22,7590099,100000000.0,0,34.0,0.0,1,83,9,True
18,23,1000.0,0,4.3,0.0,0,11,1,True
32,16094,1000000.0,0,5.4,0.0,0,96,2,True
13,183662,5000000.0,0,57.0,0.0,0,23,1,True
23,17,50.0,0,1.5,0.0,0,36,1,True
18,584070,5000000.0,0,24.0,0.0,2,33,1,True
6,93825,5000000.0,0,11.0,0.0,0,9,2,True
23,27,10000.0,0,78.0,0.0,0,36,1,True
18,285,10000.0,0,25.0,0.0,0,11,1,True
10,110,5000.0,0,2.6,0.0,1,20,1,True
6,3648120,100000000.0,0,3.3,0.0,1,9,1,True
14,2669,500000.0,0,10.0,0.0,1,24,2,True
8,33646,1000000.0,0,7.0,0.0,0,11,2,True
8,1929,500000.0,0,2.5,0.0,0,11,1,True
25,20865,1000000.0,0,2.2,0.0,0,86,2,True
4,20815,1000000.0,0,10.0,0.0,0,6,6,True
27,167406,1000000.0,0,18.0,0.0,0,88,3,True
19,2,100.0,0,11.0,0.0,3,80,1,True
16,2,100.0,0,7.8,0.0,1,26,3,True
8,55256,5000000.0,0,14.0,0.0,0,11,1,True
25,5,1000.0,0,9.1,0.0,0,86,2,True
18,32029,5000000.0,0,15.0,0.0,0,32,1,True
25,90831,10000000.0,0,4.3,0.0,0,86,3,True
18,2614,100000.0,0,6.3,0.0,3,40,1,True
26,644,50000.0,0,59.0,0.0,0,87,1,True
17,144,1000.0,1,6.3,6.99,0,41,1,True
19,64,1000.0,1,41.0,29.99,0,80,2,True
12,292969,10000000.0,0,16.0,0.0,0,22,4,True
26,32597,1000000.0,0,8.4,0.0,0,87,1,True
30,20755,1000000.0,0,17.0,0.0,0,94,4,True
26,5,100.0,1,4.5,1.49,0,87,1,True
23,315,1000.0,1,4.3,2.99,0,36,2,True
19,64,1000.0,1,41.0,29.99,0,80,2,True
17,15,100.0,1,93.0,0.99,0,41,1,True
26,62301,1000000.0,0,1.9,0.0,0,87,1,True
16,51357,5000000.0,0,80.0,0.0,0,26,8,True
6,83239,5000000.0,0,14.0,0.0,0,9,3,True
28,806,500000.0,0,11.0,0.0,0,89,4,True
22,114680,10000000.0,0,27.0,0.0,0,83,1,True
14,6000,1000000.0,0,18.0,0.0,0,24,9,True
12,321134,10000000.0,0,30.0,0.0,0,22,4,True
22,7479,1000000.0,0,13.0,0.0,0,83,5,True
17,416,10000.0,1,16.0,2.99,1,34,1,True
18,369378,50000000.0,0,24.0,0.0,0,32,1,True
17,29940,1000000.0,0,80.0,0.0,0,34,1,True
6,177703,10000000.0,0,13.0,0.0,3,9,8,True
26,51,5000.0,0,3.4,0.0,0,87,1,True
18,166,10000.0,0,2.6,0.0,0,17,1,True
17,230710,10000000.0,0,87.0,0.0,0,37,1,True
26,1546,10000.0,1,4.5,1.99,0,87,3,True
17,4066980,100000000.0,0,69.0,0.0,2,33,2,True
23,288809,10000000.0,0,6.6,0.0,0,36,2,True
17,44891723,100000000.0,0,98.0,0.0,2,33,1,True
17,7614271,100000000.0,0,70.0,0.0,0,30,5,True
18,6784,500000.0,0,13.0,0.0,0,17,2,True
15,2580,100000.0,0,20.0,0.0,0,25,2,True
18,51,5000.0,0,57.0,0.0,0,11,2,True
22,142758,10000000.0,0,22.0,0.0,0,83,1,True
18,6073,100000.0,0,8.5,0.0,3,40,4,True
7,2,100.0,0,70.0,0.0,3,10,2,True
16,102,10000.0,0,41.0,0.0,0,26,2,True
8,10852,1000000.0,0,18.0,0.0,0,11,1,True
18,3,1000.0,0,2.0,0.0,0,17,1,True
18,7,1000.0,0,2.3,0.0,0,11,1,True
26,868,50000.0,0,0.309,0.0,0,87,1,True
18,598975,10000000.0,0,39.0,0.0,0,40,2,True
16,140995,10000000.0,0,100.0,0.0,0,27,9,True
3,263,10000.0,0,9.1,0.0,0,5,2,True
18,630,10000.0,1,8.3,1.59,0,50,3,True
27,25985,1000000.0,0,6.9,0.0,0,88,1,True
20,5637451,100000000.0,0,59.0,0.0,1,81,8,True
11,283,100000.0,0,5.0,0.0,0,21,2,True
18,20,5000.0,0,1.6,0.0,0,11,1,True
18,160,5000.0,0,8.5,0.0,0,17,5,True
18,6133,100000.0,0,7.0,0.0,0,11,6,True
22,130063,10000000.0,0,5.6,0.0,0,83,3,True
26,3,50.0,0,3.4,0.0,0,87,1,True
18,106,10000.0,0,3.9,0.0,0,11,1,True
25,15693,1000000.0,0,18.0,0.0,0,86,4,True
21,38961,5000000.0,0,27.0,0.0,0,82,1,True
17,148945,10000000.0,0,46.0,0.0,0,30,1,True
17,54082,10000000.0,0,21.0,0.0,0,41,1,True
18,211,10000.0,0,6.8,0.0,0,11,2,True
18,4522,500000.0,0,57.0,0.0,0,50,2,True
23,15068,1000000.0,0,2.5,0.0,0,36,3,True
24,134895,10000000.0,0,50.0,0.0,0,84,2,True
27,574719,10000000.0,0,20.0,0.0,0,88,5,True
18,475020,5000000.0,0,69.0,0.0,2,44,4,True
9,29690,1000000.0,0,78.0,0.0,1,17,2,True
27,40328,1000000.0,0,23.0,0.0,0,88,1,True
11,4642,100000.0,0,3.5,0.0,0,21,5,True
18,15,100.0,0,23.0,0.0,0,30,1,True
24,103,1000.0,0,9.8,0.0,0,84,8,True
18,302,50000.0,0,3.0,0.0,0,11,3,True
17,2178,500000.0,0,57.0,0.0,0,38,1,True
17,21892,1000000.0,0,14.0,0.0,0,35,1,True
4,296,50000.0,0,14.0,0.0,0,6,3,True
20,5369,50000.0,0,63.0,0.0,1,81,1,True
18,91171,1000000.0,0,36.0,0.0,0,44,1,True
12,1962,100000.0,0,22.0,0.0,0,22,3,True
20,24456,1000000.0,0,4.6,0.0,1,81,4,True
17,2431,100000.0,0,24.0,0.0,1,41,1,True
18,403,50000.0,0,39.0,0.0,1,11,1,True
19,80,5000.0,1,48.0,14.99,0,80,1,True
29,133338,5000000.0,0,44.0,0.0,0,93,6,True
30,316,10000.0,0,2.8,0.0,0,94,1,True
3,85842,5000000.0,0,37.0,0.0,0,5,5,True
24,620534,10000000.0,0,9.8,0.0,0,84,5,True
22,165224,10000000.0,0,15.0,0.0,0,83,2,True
17,10421284,100000000.0,0,85.0,0.0,0,41,0,True
11,42,5000.0,0,3.5,0.0,0,21,2,True
17,6386,500000.0,0,24.0,0.0,0,29,0,True
17,12,100.0,1,29.0,0.99,0,29,1,True
17,3846378,50000000.0,0,82.0,0.0,0,38,2,True
31,293080,10000000.0,0,25.0,0.0,2,95,5,True
18,855,10000.0,0,7.0,0.0,1,17,5,True
17,951,100000.0,0,64.0,0.0,1,34,1,True
8,358,50000.0,0,1.9,0.0,0,11,1,True
17,144545,5000000.0,0,13.0,0.0,1,34,1,True
17,1287,50000.0,0,38.0,0.0,0,37,1,True
31,12,5000.0,0,2.9,0.0,0,95,1,True
17,44893888,100000000.0,0,98.0,0.0,2,33,1,True
18,382,500000.0,0,44.0,0.0,0,12,1,True
20,22650,1000000.0,0,1.5,0.0,0,81,2,True
20,308,10000.0,0,0.454,0.0,0,81,1,True
27,3,10.0,0,28.0,0.0,0,88,0,True
30,43,1000.0,0,44.0,0.0,0,94,1,True
25,14,1000.0,0,2.1,0.0,0,86,1,True
6,115,5000.0,0,2.8,0.0,0,9,1,True
18,85,10000.0,0,25.0,0.0,0,17,1,True
13,38343,1000000.0,0,55.0,0.0,0,23,1,True
26,1,10.0,1,46.0,0.99,0,87,1,True
4,1,100.0,0,5.4,0.0,0,6,1,True
30,953894,10000000.0,0,37.0,0.0,0,94,3,True
17,21892,1000000.0,0,14.0,0.0,0,35,1,True
24,2822,100000.0,0,27.0,0.0,0,84,1,True
18,67,5000.0,0,6.5,0.0,1,17,1,True
19,572,50000.0,0,44.0,0.0,0,80,4,True
18,10773,1000000.0,0,10.0,0.0,0,11,8,True
11,58,10000.0,0,3.7,0.0,0,21,1,True
13,16943,1000000.0,0,32.0,0.0,0,23,8,True
19,17,1000.0,1,1.8,9.99,2,80,2,True
18,160,50000.0,0,67.0,0.0,0,13,3,True
17,496,100000.0,0,39.0,0.0,1,31,1,True
19,1361,50000.0,1,33.0,2.99,0,80,2,True
26,75,10000.0,0,2.6,0.0,3,87,2,True
22,666,100000.0,0,8.7,0.0,0,83,6,True
17,2032,50000.0,0,50.0,0.0,1,31,0,True
3,121,10000.0,0,8.7,0.0,0,5,1,True
18,25,5000.0,0,47.0,0.0,0,11,1,True
27,133,10000.0,0,7.9,0.0,0,88,1,True
25,162335,10000000.0,0,4.9,0.0,0,86,8,True
18,13,5000.0,0,26.0,0.0,0,11,1,True
18,68664,10000000.0,0,55.0,0.0,0,40,1,True
17,327599,10000000.0,0,66.0,0.0,1,34,2,True
22,847144,10000000.0,0,4.2,0.0,0,83,4,True
27,979,100000.0,0,0.72,0.0,0,88,2,True
4,46505,1000000.0,0,19.0,0.0,0,6,3,True
14,2543,100000.0,0,4.6,0.0,0,24,8,True
7,28,500.0,0,3.4,0.0,0,10,2,True
13,4,50.0,0,15.0,0.0,0,23,7,True
18,7441,500000.0,0,52.0,0.0,2,33,0,True
17,795,100000.0,0,41.0,0.0,1,34,1,True
18,1455,500000.0,0,8.9,0.0,0,13,2,True
0,7699,500000.0,0,4.2,0.0,2,0,2,True
17,12736,1000000.0,0,56.0,0.0,1,29,1,True
9,27424,1000000.0,0,17.0,0.0,1,17,1,True
17,14198602,100000000.0,0,52.0,0.0,0,36,4,True
32,7314,100000.0,0,7.0,0.0,0,96,3,True
26,29485,1000000.0,0,9.9,0.0,0,87,1,True
17,5339,1000000.0,0,38.0,0.0,1,34,1,True
19,87418,1000000.0,0,14.0,0.0,0,80,2,True
25,38655,10000000.0,0,5.9,0.0,0,86,3,True
30,1215,100000.0,0,23.0,0.0,2,94,1,True
23,5229,500000.0,0,20.0,0.0,0,36,2,True
30,351168,10000000.0,0,13.0,0.0,0,94,2,True
31,146,10000.0,0,7.1,0.0,0,95,3,True
13,272172,10000000.0,0,13.0,0.0,0,23,1,True
1,3617,100000.0,0,7.9,0.0,0,3,2,True
32,1240,100000.0,0,14.0,0.0,0,96,2,True
25,134203,10000000.0,0,4.1,0.0,0,86,6,True
8,99020,1000000.0,0,18.0,0.0,0,11,5,True
6,28238,1000000.0,0,17.0,0.0,0,9,4,True
6,10341,500000.0,0,6.9,0.0,0,9,5,True
18,4449910,100000000.0,0,67.0,0.0,2,28,2,True
22,70189,5000000.0,0,13.0,0.0,1,83,4,True
0,13791,1000000.0,0,33.0,0.0,0,0,2,True
17,19816,1000000.0,0,57.0,0.0,0,38,1,True
18,449,10000.0,0,56.0,0.0,1,30,1,True
23,2486,500000.0,0,18.0,0.0,0,36,0,True
19,1517,100000.0,0,8.5,0.0,0,80,2,True
13,12,1000.0,0,0.613,0.0,0,23,1,True
18,127,10000.0,0,14.0,0.0,0,35,1,True
18,6,500.0,0,22.0,0.0,0,17,1,True
17,297,50000.0,0,48.0,0.0,1,34,1,True
18,6396,100000.0,0,4.2,0.0,0,17,2,True
27,49794,1000000.0,0,6.5,0.0,0,88,1,True
9,123279,10000000.0,0,25.0,0.0,2,19,2,True
19,9945,500000.0,0,97.0,0.0,0,80,5,True
26,49657,5000000.0,0,8.7,0.0,0,87,3,True
16,23453,1000000.0,0,10.0,0.0,0,26,2,True
18,992,100000.0,0,49.0,0.0,1,17,1,True
18,6,1000.0,0,9.2,0.0,0,11,1,True
11,4290,50000.0,0,24.0,0.0,0,21,3,True
32,119685,10000000.0,0,20.0,0.0,0,96,1,True
7,6701,1000000.0,0,11.0,0.0,3,10,5,True
4,6,100.0,0,15.0,0.0,0,6,6,True
26,354,10000.0,1,24.0,0.99,0,87,1,True
8,32380,1000000.0,0,10.0,0.0,2,11,2,True
17,4304,100000.0,0,71.0,0.0,0,98,1,True
18,138050,10000000.0,0,5.7,0.0,0,19,2,True
18,1655,100000.0,0,83.0,0.0,0,44,1,True
3,238,10000.0,0,27.0,0.0,0,5,1,True
20,852455,10000000.0,0,68.0,0.0,3,81,2,True
18,84114,500000.0,1,23.0,0.99,2,35,1,True
29,3005,10000.0,1,26.0,2.99,0,93,7,True
4,380837,10000000.0,0,7.3,0.0,0,6,3,True
24,17882,1000000.0,0,86.0,0.0,0,84,3,True
3,314,50000.0,0,9.8,0.0,0,5,2,True
18,5,1000.0,0,69.0,0.0,0,11,1,True
17,131,1000.0,1,23.0,1.61,0,42,1,True
19,1,10.0,0,5.6,0.0,0,80,1,True
22,4595,100000.0,0,2.5,0.0,0,83,1,True
19,2295,100000.0,0,19.0,0.0,0,80,0,True
18,12639,500000.0,0,96.0,0.0,1,17,3,True
17,1343106,10000000.0,0,56.0,0.0,1,34,1,True
18,15301,100000.0,1,18.0,2.99,0,49,3,True
18,4518,1000000.0,0,41.0,0.0,0,40,3,True
3,122,5000.0,0,26.0,0.0,0,5,1,True
18,35172,1000000.0,0,34.0,0.0,1,33,3,True
23,19,1000.0,0,12.0,0.0,0,36,2,True
17,216675,10000000.0,0,30.0,0.0,0,37,2,True
17,358817,10000000.0,0,49.0,0.0,0,29,1,True
25,75,10000.0,0,1.9,0.0,0,86,2,True
13,1026,10000.0,1,29.0,3.99,0,23,1,True
24,46,1000.0,0,12.0,0.0,0,84,2,True
17,189773,5000000.0,0,95.0,0.0,1,44,1,True
25,172990,10000000.0,0,0.525,0.0,0,86,1,True
22,5855,1000000.0,0,4.9,0.0,0,83,1,True
6,55098,1000000.0,0,4.3,0.0,0,9,2,True
14,37711,1000000.0,0,40.0,0.0,0,24,2,True
27,2,10.0,0,10.0,0.0,0,88,1,True
13,77563,10000000.0,0,39.0,0.0,0,23,3,True
18,111,10000.0,0,48.0,0.0,0,35,1,True
18,1065,100000.0,0,61.0,0.0,0,50,4,True
17,7,100.0,0,34.0,0.0,0,41,1,True
22,462152,10000000.0,0,1.5,0.0,0,83,2,True
19,6,1000.0,0,5.3,0.0,0,80,1,True
19,1976,50000.0,0,69.0,0.0,0,80,6,True
16,25,10000.0,0,3.8,0.0,1,26,1,True
24,251037,10000000.0,0,26.0,0.0,0,84,1,True
18,11126,1000000.0,0,91.0,0.0,0,53,1,True
18,82005,10000000.0,0,45.0,0.0,2,45,1,True
17,1226514,10000000.0,0,99.0,0.0,1,34,4,True
17,4638163,100000000.0,0,96.0,0.0,2,29,1,True
18,68559,5000000.0,0,75.0,0.0,0,72,1,True
18,58104,5000000.0,0,17.0,0.0,1,17,4,True
25,56848,1000000.0,0,9.6,0.0,0,86,1,True
31,3647,100000.0,0,5.7,0.0,0,95,4,True
20,22,1000.0,0,8.7,0.0,1,81,3,True
17,541144,10000000.0,0,63.0,0.0,1,29,1,True
18,94989,5000000.0,0,74.0,0.0,1,40,8,True
1,3574,1000000.0,0,3.9,0.0,2,3,1,True
3,17506,1000000.0,0,17.0,0.0,0,5,2,True
18,132,5000.0,0,2.5,0.0,0,17,2,True
13,299,100000.0,0,11.0,0.0,0,23,1,True
11,96,10000.0,0,12.0,0.0,0,21,4,True
15,7396,500000.0,0,22.0,0.0,0,25,5,True
8,172508,5000000.0,0,76.0,0.0,0,13,5,True
16,29,1000.0,0,3.2,0.0,0,26,1,True
21,857923,50000000.0,0,18.0,0.0,0,82,1,True
23,1660,10000.0,0,4.7,0.0,0,36,3,True
20,17955,500000.0,0,89.0,0.0,1,81,7,True
18,3106,10000.0,0,3.6,0.0,0,17,7,True
3,123,1000.0,0,6.5,0.0,0,5,3,True
31,2543,500000.0,0,6.3,0.0,0,95,8,True
28,1002,50000.0,0,5.0,0.0,0,89,3,True
27,5865,100000.0,1,15.0,4.49,0,88,1,True
26,47393,10000000.0,0,7.2,0.0,0,87,1,True
23,969,10000.0,0,3.6,0.0,0,36,1,True
32,796,50000.0,0,25.0,0.0,0,96,6,True
26,6700847,100000000.0,0,17.0,0.0,1,87,5,True
18,33,5000.0,0,6.7,0.0,0,11,1,True
18,16,100.0,0,7.8,0.0,0,11,4,True
18,41,1000.0,1,7.9,2.99,0,15,2,True
18,41273,5000000.0,0,16.0,0.0,0,28,1,True
25,593,100000.0,0,3.3,0.0,0,86,1,True
17,407788,5000000.0,0,19.0,0.0,0,34,3,True
1,994,100000.0,0,2.9,0.0,0,3,1,True
6,191032,5000000.0,0,26.0,0.0,0,9,7,True
17,2055,100000.0,0,96.0,0.0,1,33,2,True
17,165888,5000000.0,0,91.0,0.0,1,44,1,True
21,331,50000.0,0,10.0,0.0,0,82,2,True
22,307453,10000000.0,0,17.0,0.0,0,83,1,True
18,17786,1000000.0,0,16.0,0.0,0,30,1,True
18,32,10000.0,0,4.1,0.0,0,11,1,True
22,35725,1000000.0,0,9.9,0.0,0,83,1,True
3,119,1000.0,0,1.5,0.0,0,5,1,True
23,180938,10000000.0,0,29.0,0.0,0,36,6,True
25,434,50000.0,0,3.6,0.0,0,86,1,True
22,329160,10000000.0,0,27.0,0.0,0,83,3,True
20,479909,10000000.0,0,15.0,0.0,3,81,1,True
18,39,1000.0,0,3.6,0.0,0,11,1,True
17,1295557,100000000.0,0,11.0,0.0,0,35,4,True
32,65590,5000000.0,0,18.0,0.0,0,96,3,True
16,45224,5000000.0,0,49.0,0.0,0,26,6,True
21,37186,1000000.0,0,7.9,0.0,0,82,3,True
25,1602,100000.0,0,5.0,0.0,0,86,1,True
11,180,5000.0,1,3.8,399.99,0,21,1,True
14,809,100000.0,0,7.8,0.0,0,24,1,True
30,93638,10000000.0,0,7.3,0.0,3,94,3,True
25,9,100.0,0,1.5,0.0,0,86,1,True
18,856,10000.0,1,8.7,399.99,0,17,3,True
22,819774,10000000.0,0,25.0,0.0,0,83,4,True
17,292164,10000000.0,0,59.0,0.0,2,34,1,True
26,89342,10000000.0,0,29.0,0.0,0,87,1,True
18,1288,10000.0,0,26.0,0.0,0,11,1,True
19,1746,50000.0,0,16.0,0.0,0,80,2,True
16,124,5000.0,1,37.0,3.99,0,26,3,True
18,306,5000.0,0,3.3,0.0,0,11,1,True
11,659741,50000000.0,0,47.0,0.0,0,21,6,True
16,815893,10000000.0,0,4.4,0.0,0,26,4,True
8,32346,1000000.0,0,3.2,0.0,0,11,1,True
17,1500999,100000000.0,0,33.0,0.0,0,34,1,True
23,1802,100000.0,0,9.8,0.0,0,36,1,True
17,56,1000.0,1,23.0,0.99,0,42,1,True
31,27,100.0,0,14.0,0.0,0,95,1,True
27,122424,5000000.0,0,4.7,0.0,0,88,1,True
13,3405,100000.0,0,51.0,0.0,0,23,4,True
7,667,10000.0,0,27.0,0.0,3,10,1,True
24,15,10000.0,0,14.0,0.0,0,84,5,True
6,34443,1000000.0,0,27.0,0.0,1,9,1,True
17,11408,1000000.0,0,96.0,0.0,1,34,4,True
22,635846,50000000.0,0,14.0,0.0,0,83,4,True
13,205299,5000000.0,0,31.0,0.0,0,23,3,True
18,9652,1000000.0,0,53.0,0.0,0,50,2,True
19,15,1000.0,1,5.0,14.99,0,80,7,True
7,285726,10000000.0,0,15.0,0.0,3,10,1,True
